"title","text","keyword_role","keyword_tone","source_type","source_url"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"Боржоми ГЕТЬ!    https://t.co/JThMjQQxWA","Боржоми ГЕТЬ!    https://t.co/JThMjQQxWA","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"Боржоми убивает, бойкот грузинским продуктам, слава грузинским патриотам.","Боржоми убивает, бойкот грузинским продуктам, слава грузинским патриотам.","object","negative","socialnetworksource","http://facebook.com/"
"Боржоми отстой","Боржоми отстой","object","negative","socialnetworksource","http://twitter.com/"
"Теплая боржоми это такое гавно , господи","Теплая боржоми это такое гавно , господи","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"Полина, не люблю боржоми)","<p>Полина, не люблю боржоми)</p>","subject","negative","socialnetworksource","http://vk.com/"
"RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","RT @mc_maxim: Никакая Боржоми, Святой источник, Ессентуки и тд. не заменят мне любимую Минскую-4 или Дариду. 😉","object","negative","socialnetworksource","http://twitter.com/"
"Боржоми","<p>Покидая навсегда свой кабинет, Шо конь присел на дорожку, по старому русскому обычаю. Его усталый взгляд остановился на бутылке """"Боржоми"""", в которой он хранил свои бриллианты.<br/>С хрустом свернув пробку, он начал жадно пить воду из бутылки, одновременно пересчитывая языком камешки во рту...<br/>- Сорок- беззвучно прошептал Прокуратор.<br/>Допив до дна, он хотел было выбросить бутылку в корзину, но остановился и стал расстёгивать ширинку...<br/>-Пейте ссуки, хлебайте. Будьте вы трижды майданутыми...<br/>Поставив бутылку на стол, старик быстро вышел, громко хлопнув дверью.<br/>Висящий на стене портрет Гаранта Конституции наклонился, но остался висеть на гвозде.<br/>Многих повидал этот гвоздь, но это совсем другая история.</p>","object","negative","socialnetworksource","http://facebook.com/"
"""""... компании IDS Borjomi Russia, в состав которой входит ТМ «Моршинская»."""" - зрада!!","<p>""""... компании IDS Borjomi Russia, в состав которой входит ТМ «Моршинская»."""" - зрада!!</p>","subject","negative","socialnetworksource","http://vk.com/"
"Боржоми и Поляну в унитаз! Там тоже страшный газ!","<p>Боржоми и Поляну в унитаз! Там тоже страшный газ!</p>","secondary","negative","socialnetworksource","http://facebook.com/"
"Все производители небулайзеров говорят о том, что соли в Боржоми захламляют легкие","<p>Все производители небулайзеров говорят о том, что соли в Боржоми захламляют легкие</p>","subject","negative","socialnetworksource","http://vk.com/"
"​Каждый раз проигрываю","<p>Каждый раз проигрываю, когда один продукт рекламируют за счёт другого. Вот, например, Боржоми творит хуйню</p>","object","negative","socialnetworksource","http://twitter.com/"
"для равновесия во вселенной просто считаю нужным выразить бойкот боржоми, бутерблогерское пойло https://t.co/REhFE0OWxy","для равновесия во вселенной просто считаю нужным выразить бойкот боржоми, бутерблогерское пойло https://t.co/REhFE0OWxy","object","negative","socialnetworksource","http://twitter.com/"
"А какие бренды вы избегаете из-за хренового пиара? ","<p>А какие бренды вы избегаете из-за хренового пиара? Ну типо а100, боржоми, атлант-телеком, лидское</p>","secondary","negative","socialnetworksource","http://twitter.com/"
"@WithinMKAD @PashaProstoDrug точняк. Люди, пьющие Боржоми ассоциируются с блогерами-бутербродниками","<p>@WithinMKAD @PashaProstoDrug точняк. Люди, пьющие Боржоми ассоциируются с блогерами-бутербродниками</p>","subject","negative","socialnetworksource","http://twitter.com/"
"Политический комитет #ОБСЕ поддержал антироссийскую резолюцию #поГрузии https://t.co/hKfDEsFeTP А ПОЧЕМУ У НАС ПРОДАЮТСЯ #БОРЖОМИ И ВИНАИХ?","<p>Политический комитет #ОБСЕ поддержал антироссийскую резолюцию #поГрузии https://t.co/hKfDEsFeTP А ПОЧЕМУ У НАС ПРОДАЮТСЯ #БОРЖОМИ И ВИНАИХ?</p>","object","negative","socialnetworksource","http://twitter.com/"
"ЩОТИЖНЕВИЙ ОГЛЯД МІСЦЕВОЇ ПРОПАГАНДИ ВІД ОЛЕКСАНДРА ПЛАХОВАВінтерБро буде відвойовано і в кріпацтво нас не повернути, рабів до раю не пускають! Джон С","ЩОТИЖНЕВИЙ ОГЛЯД МІСЦЕВОЇ ПРОПАГАНДИ ВІД ОЛЕКСАНДРА ПЛАХОВАВінтерБро буде відвойовано і в кріпацтво нас не повернути, рабів до раю не пускають! Джон Сноу прийде - порядок наведе! Останнє число щотижневої загальноеротичної газети """"Ацький Зор"""" від 07.07 - сподіваюсь головного редактора пана Попелянського таки зкупали в Острі ;)І сходу Breaking News - пані Клєопатра привезла з Каліфорнії угоду про міжнародне співробітництво!!! Ура! Ура! Ура! Домовленості такі: ми вчимо їх танцювати гопак, а вони нам будуть утюхувати хфіласофію танців! Це однозначно величезна перемога наших посіпак на міжнародній арені!!! Тож, вчимося всі танцювати гопак, бо як гарно пострибаємо, то може мамериканці нам ще один мамериканський дитячий майданчик по нанотехнологіям збудують! Короче, це Каліфорнікейшн повний!!!Комунтранс збирається заставити приватний сектор пластиковими баками. Сміття вивозити не обіцяють, але баки таки битимуть ;)Друзі, не купайтеся у місцевих озерах. Дрислива слива у порівнянні з усіма тими коками та паличками просто дитячий лєпєт. Така шумбурбулька буде...Місцевий ЦНАП - впэрдэ, система Prozorro ламає руки та схеми місцевих хабарменів! Бровари у вічному """"впэрдэ""""! Тут, ймовірно, умєстно буде розповісти один старий-старий анєхдот. Джунглі. Летить комар, баче слон стоїть нудьгує. Ну такий, давай якось розважимося, чи що? Слон каже, давай! Залітай мені у хобот, а вилітай через .опу. Комар такий шлоп - кайф! Давай ще раз! Шлоп - кайф! Ще!!! Слон такий підставляє хобот до .опи - вєчний кайф ;) Форевер впєрдє!Тим часом Людина-Різак чавить горішки представників місцефої Феміди. Відбувається масована атака, викручування рук та ніг, - так вважає пан Білопожко, місцевий месник, котрий з загоном пришелепкуватих ходячих розважає місцевих суддів музикою та танцями, щоб хоч якось змягчити їх страждання.У ліс не ходи - кліщі, в озері не купайсі - дифтерія та інші чудєсниє принади, зате бювєтна вода - Боржомі відпочиває! Такий красивий наліт червоно-цегляного кольору на бутлях, а потім і на стінках шлунку, нирок... Але то таке - вода смачнюча!Кріпосне право у Бро... Ну тут виникає лише одна асоціація - Хто, хто наклав у під'їзді?!?Якщо на вас у лісі напав кліщ, якщо ви таки покупалися в озері, якщо ви випили місцеву Боржомі - вам потрібно терміново очистити шлунок та кишечник, гльньте на фото прєлєстних пряних кабачкових млинців з начинкою... Оу май гуднес, я вже побіг... Будьмо!!!","object","negative","socialnetworksource","http://vk.com/"
"RT @darknnezzz1: @zubovnik боржоми  тоже надо запретить --гонят из водопроводной воды","RT @darknnezzz1: @zubovnik боржоми  тоже надо запретить --гонят из водопроводной воды","subject","negative","socialnetworksource","http://twitter.com/"
"[club86343471|Пошлый Луганск (18+)], БОРЖОМИ с ХУЯ ))","[club86343471|Пошлый Луганск (18+)], БОРЖОМИ с ХУЯ ))","object","negative","socialnetworksource","http://vk.com/"
"10 непростительных ошибок маркетинга.Позиционирование товара должно начинаться с определения того, чем является товар. Если вы дадите покупателю сложн","<p>10 непростительных ошибок маркетинга.Позиционирование товара должно начинаться с определения того, чем является товар. Если вы дадите покупателю сложные и непонятные объяснения особенностей товара, то шансы на закрепление в памяти нулевые. Напротив, простые и доходчивые решения оказываются в маркетинге наиболее успешными. Рассмотрим основные ошибки маркетинга…Ошибка №1: не знаем, что продаемХорошим примером провального маркетинга служит видеоролик минеральной воды «Боржоми», который заканчивается слоганом: «Боржоми» – настоящая вода для жизни». Жаль, что компания-производитель (да и ее рекламное агентство тоже) не осознали, каким сокровищем обладают. Ведь для нескольких поколений «Боржоми» – это не просто минеральная вода, а легенда, символ здоровья, один из тех брендов, которые заняли прочные позиции еще в советское время. Производителю не нужно повышать осведомленность потребителя, не нужно формировать правильное восприятие – все это дано в наследство вместе с одним только названием «Боржоми». Но как видит свой продукт сам производитель? «Настоящая вода». Намного лучше было бы работать в другом направлении. Например, сообщить покупателям, что нынешняя «Боржоми» соответствует той самой, которая еще жива в памяти людей.Ошибка №2: «тоже это умеем»Многие считают, что главное в маркетинге – убедить потенциального покупателя, что вы предлагаете наилучший товар или услугу под девизом: «Мы не первые, но наше качество лучше». Иногда это работает. Однако если вы припозднились с выходом на рынок, то товару «и я тоже» просто не получится конкурировать с теми, кто уже лидирует. Ему нужна своя, отличная ото всех стратегия продвижения. Товар, который выведен на рынок первым, имеет настолько сильные позиции в сознании потребителей, что его название нередко становится нарицательным для целой категории товаров: Xerox, Pampers, Scotch… Может показаться удивительным, но по-польски слово «кроссовки» – это «adidasy» т.е. буквально «адидасы»!Марки-лидеры обладают гигантским преимуществом перед остальными, которые только стремятся стать лучше их. Люди воспринимают как наилучшую только первую проникшую в их сознание марку. А если придерживаться же подхода «и я тоже», то есть опасность автоматически попасть в категорию второсортных товаров.Наилучшее решение в данном случае – это отстройка от конкурентов. Например, до 2002 года телеканал ТНТ считался аутсайдером. Он пытался безуспешно конкурировать с такими бесспорными лидерами рынка, как «Первый» или НТВ. Перемены наступили, когда на канал пришла обновленная управляющая команда. Рассуждения топ-менеджеров были просты. Широкий охват аудитории, например, у «Первого», означает, что канал смотрят всей семьей, сразу несколько поколений. В этом и заключается сила лидера. Но в этом же и его слабость: канал вынужден заниматься сглаживанием и усреднением контента, чтобы никто из сидящих перед экраном телевизора не чувствовал себя неловко. Поэтому ТНТ выбрало более узкую целевую аудиторию и разработало программы под нее. Отличительной особенностью канала стали провокационные ток-шоу и развлекательные реалити-шоу. Эта стратегия, как можно видеть теперь, принесла прекрасные результаты.Ошибка №3: чужая идеяБренд – это всегда предвкушение потребителем определенного ощущения или некой пользы. Купивший поездку в Париж ожидает романтический отпуск, а купивший товары IKEA рассчитывает на интересный дизайн за приемлемую цену. Если это ожидание чего-то исключительного и притягательного, можно говорить о том, что бренд сильный. А одна лишь известность не гарантирует коммерческого успеха марки.Очень важно помнить: в сознании потенциального покупателя одна концепция не может принадлежать сразу двум компаниям. Бесполезно пытаться использовать идею, если она уже принадлежит конкуренту.Например, марка Ruscafe имела достаточно высокий уровень известности на российском рынке растворимого кофе, но эта известность не влекла за собой покупки. Ruscafe всегда воспринималась потребителем как подделка под Nescafe – реальный мировой бренд. И даже если Ruscafe превосходила бы по вкусовым качествам своего конкурента и предлагала бы продукт по более выгодной цене, то рынок никак бы не реагировал. Потому что, по мнению потребителей, подделка – это всегда плохо.Маркетинг – сражение идей. Поэтому, если вы хотите добиться успеха, ваши усилия должны быть сконцентрированы на собственной идее продвижения или свойстве товара. Если таковые отсутствуют, остается одно – установить очень низкую цену.Ошибка №4: стараемся угодить всемЧасто можно встретить такое определение целевой аудитории: «мужчины и женщины 18–60 лет с доходом ниже среднего, средним и высоким». Это значит, что компания пытается понравиться всем. Однако это невозможно, да и не нужно!Цель марки – не добиться всеобщего одобрения. Опыт успешных компаний показывает, что ключ к успеху состоит в том, чтобы определенная группа потребителей (пускай даже небольшая) считала, что вам нет равных.Фанаты BMW не считают Mercedes плохой машиной, они просто думают, что эти автомобили невозможно даже сравнивать. То же самое фанаты продуктов Apple думают об IBM.Задача маркетинга – создать марку под определенную категорию потребителей. Перед этим, конечно же, необходимо подробным образом изучить ее особенности и в дальнейшем сосредоточить все усилия на удовлетворении их потребностей. Важнее всего – не распыляться. Лучше быть сильным в чем-то одном, чем слабым во многом. В маркетинговых войнах побеждают, как правило, «марки-специалисты», потому что они могут фокусировать усилия на одном товаре, одной группе потребителей, одной выгоде, одной идее. Они становятся экспертами, то есть воспринимаются лучшими в своей сфере.Ошибка №5: нет планаПожалуй, эта ошибка, самая российская из всех. Отсутствием внятного плана развития марки (хотя бы на среднесрочный период в 2–5 лет) грешат многие компании. И уж совсем редка ситуация, когда этот план известен рядовым сотрудникам, задача которых – воплощать его в жизнь.Прерогатива разработки такого плана принадлежит главе компании. Если он сам не знает, куда идет компания, никто не последует за ним – ни руководители, ни менеджеры, ни работники, ни тем более потребители. Руководитель должен принять на себя ответственность за все, что происходит на рынке. Условие выживания не изучение балансовых отчетов, а знание секретов рыночного успеха.Ключ к потребителю – яркая, целостная и последовательная стратегия продвижения. Часть ее – это комплексная рекламная кампания. Идея продвижения должна объединять разрозненные части в единое целое и связывать рекламные кампании, разнесенные во времени.Негативный пример – реклама пива. Каждая новая рекламная кампания доносит совершенно новую для потребителя информацию: то это пиво – «лучшее для компании друзей», то оно «обладает классическим вкусом», то «не содержит консервантов и добавок». В итоге сознание потребителя каждый день буквально бомбардируется десятками рекламных сообщений и не сможет сложить в единую картинку разные видеоролики, промоакции в магазинах и вид самого продукта на полке. А это означает, что рекламные бюджеты были потрачены с очень низкой эффективностью.Ошибка №6: пытаемся переубедитьЧеловеческое сознание защищается от колоссального объема сообщений, отсеивает основной объем информации и принимает только то, что соответствует уже имеющимся знаниям и опыту. Попытки повлиять на умы при помощи рекламы обходятся в миллионы долларов. Но после того как человек принял решение, изменить его практически невозможно.Люди обладают определенными установками по огромному спектру вопросов, в том числе относительно вещей, о которых им фактически ничего не известно. Чтобы добиться изменения установок, нужно устранить прежние верования и внедрить в сознание новые. Перед такой задачей нередко пасует даже психотерапия. Что же сможет сделать 30-секундный рекламный ролик?С 1970 года корпорация Xerox пыталась достичь лидерства в области информационных систем. Миллионы долларов были вложены в рекламную кампанию по убеждению потребителей, что Xerox – №1 в офисе. Но весь мир продолжал и продолжает считать, что техника Xerox занимается копированием, а не созданием или передачей информации. В сознании потребителя Xerox = копирование.Ошибка №7: недооцениваем конкурентовПоскольку все самые важные изменения происходят не в кабинетах топ-менеджеров, а в головах у потребителей, очень важно иметь источники, своевременно сигнализирующие компании об опасностях. Эти источники должны быть двух видов: обратная связь, то есть анализ результатов рыночных действий компании, и разведка, то есть информация о действиях конкурентов.Обратную связь компания может получать с помощью регулярных опросов своих потребителей и непотребителей. Наиболее экономичные способы получения этой ценной информации – опрос продавцов в магазинах или сотрудников отдела продаж.Разведка необходима, так как своих конкурентов надо знать. Казалось бы, это очевидно, но множество компаний много раз совершали эту ошибку – они либо не осознавали, кто их конкуренты, либо недооценивали своих самых главных рыночных врагов. Если вы держите руку на пульсе рынка, у вас значительно повышаются шансы не пропустить важный сигнал о необходимости изменений.Ошибка №8: гонка за показателямиКомпаниями управляют живые люди, у которых, помимо удержания доли рынка, есть цели личного порядка – повышение в должности, увеличение личного дохода. Вот почему определением стратегии компании и ее марок должен руководить сам владелец бизнеса, а не наемный управляющий и тем более линейный маркетолог. Потому что цели компании могут совершенно расходиться в долгосрочном периоде с целями конкретного руководителя. Например, какое-то решение в кризисной ситуации может спасти марку, но стоить руководителю карьеры. Что он выберет? Скорее всего, он будет спасать себя.Краткосрочные планы, например, «повысить продажи на 30% в течение ближайших двух месяцев» – удел наемных сотрудников (независимо от должности). А вот о долгосрочном успехе должен позаботиться тот, кто планирует и через десять лет получать прибыль от этого бизнеса, – его владелец.Эту ошибку совершают почти все компании. Но особенно те, чьи дела сначала шли в гору, а затем доход стабилизировался или, хуже того, снизился. Тогда руководителей компании охватывает паника, и они начинают принимать неверные решения.Ошибка №9: занимаемся самоуспокоениемУспех часто ведет к высокомерию, за которым может последовать провал. Когда люди добиваются успеха, они часто утрачивают объективный взгляд на вещи и даже позволяют себе свысока судить о потребностях рынка.Этой ошибки большая компания может избежать только одним способом – стараться быть ближе к потребителям и предугадывать их предпочтения. Единственный способ оставаться первым – быть на шаг впереди конкурентов, то есть постоянно атаковать самого себя.Хороший пример реализации такой стратегии – товары компании Intel. Компания доминирует в сфере высокопроизводительных микропроцессоров, потому что постоянно выпускает новые поколения чипов и при этом жертвует предыдущими. Естественно, ни один из ее конкурентов не способен провести серьезную атаку на Intel.Ошибка №10: неисправимаяСамая грубая и практически неисправимая ошибка из всех возможных – пытаться продвинуть на рынок тот товар (продукт или услугу), который потребители не считают удовлетворительным.Заниматься маркетингом «плохого товара» нет смысла. Если у большинства потребителей есть замечания к качеству продукта, просто забудьте про рекламные кампании и освоение новых рынков. Рекламный бюджет в данной ситуации намного лучше потратить на совершенствование технологии, реконструкцию производства и исследования. Таким образом, можно довести товар если не до совершенства, то, по крайней мере, до уровня, когда потребители дадут оценку «хорошо». Только после этого можно заниматься поиском идеи продвижения, разрабатывать стратегию, устанавливать планы продаж и выделять средства на рекламные кампании.Если нарушить этот порядок: хороший товар – марка – идея – стратегия – рекламная кампания, – продажи будут строиться только на первых покупках. А любая успешная марка держится на своих постоянных покупателях. Именно они вновь и вновь покупают ее, рекомендуют ее знакомым, с удовольствием участвуют в акциях «собери и выиграй», знают все рекламные ролики и ждут от любимой марки новинок.</p>","object","negative","socialnetworksource","http://vk.com/"
"И шо вы пьете? Carol Corruption is at risk of health and life..","<p>Походу, боржоми тоже у нас разливают</p>","subject","negative","socialnetworksource","http://facebook.com/"
"Опять боржоми не будет","Опять боржоми не будет","object","negative","socialnetworksource","http://vk.com/"
"@lifenews_ru Если честно, то цены на Боржоми и Грузинское вино очень высокие! Поэтому если их запретят расстроятся единицы! Факт!","@lifenews_ru Если честно, то цены на Боржоми и Грузинское вино очень высокие! Поэтому если их запретят расстроятся единицы! Факт!","object","negative","socialnetworksource","http://twitter.com/"
"Я только ЗА!! То пойло которое они нам шлют... даже бомжи не пьют!! В Госдуме порекомендуют запретить ввоз вина и «Боржоми» из Грузии.","Я только ЗА!! То пойло которое они нам шлют... даже бомжи не пьют!! В Госдуме порекомендуют запретить ввоз вина и «Боржоми» из Грузии.","object","negative","socialnetworksource","http://twitter.com/"
"Да вообще пох, Боржоми всё равно бодяга из соды","Да вообще пох, Боржоми всё равно бодяга из соды","object","negative","socialnetworksource","http://vk.com/"
"безумно блять люблю выкидывать 17 грн на поддельную Боржоми
просто обожаю","безумно блять люблю выкидывать 17 грн на поддельную Боржоми
просто обожаю","object","negative","socialnetworksource","http://twitter.com/"
"Боржоми не пей,ссаакашвилкой станешь! https://t.co/0aMDKoRwBa","Боржоми не пей,ссаакашвилкой станешь! https://t.co/0aMDKoRwBa","object","negative","socialnetworksource","http://twitter.com/"
"Ну всё новички пошли, лечить: головную боль!Если висят плоды и сохнут/желтеют листья: это уже приплыли!И от боржоми мало пользы.","Ну всё новички пошли, лечить: головную боль!Если висят плоды и сохнут/желтеют листья: это уже приплыли!И от боржоми мало пользы.","object","negative","socialnetworksource","http://google.com/"
"[id11429779|Георгий], грузины своим вином из которых  70 пр паленка и Боржоми которая полная хернья . Поднимут сваю экономику и народ через несколько ","[id11429779|Георгий], грузины своим вином из которых  70 пр паленка и Боржоми которая полная хернья . Поднимут сваю экономику и народ через несколько лет . И то грузинов особо не любят в России . А в Армении все есть вози не хочу . От фруктов овощей и все остальное . Армению грамотно руководить и ставить молодых ребят . Можно поднять через несколько лет . Тем более Россия относится к Армении хорошо . Всем понятно что не просто так . Но наш век это так . И надо мирится с Этим","object","negative","socialnetworksource","http://vk.com/"
