"title","text","keyword_role","keyword_tone","source_type","source_url"
"Black Friday на  у розпалі! Тільки з 24 по 27 листопада шалені знижки до -70% більш ніж на 1000 товарів. >>","<p>Товар замовити неможливо!
Ні вчора, ні сьогодні.
В інші дні я спокійно робила замовлення,  але чорна п'ятниця - це справжня фікція, придумана для того, щоб люди ознайомились з товарами на сайті і придбали їх в інший день.
Прикро, бо вважала ватсонс порядним магазином.</p>","object","negative","socialnetworksource","http://facebook.com/"
"Black Friday на  у розпалі! Тільки з 24 по 27 листопада шалені знижки до -70% більш ніж на 1000 товарів. >>","<p>Watsons Україна,ну,так ведь 30-это же до 70,так что,всё честно!😜</p>","object","negative","socialnetworksource","http://facebook.com/"
"Не пропусти Black Friday у <b>Watsons</b> Україна - рідка помада  з легким матовим ефектом від Bourjois зі знижкою -70%. Тільки","<p>Ватсонс уже себя дискредитировал своими ценами т ассортиментом тоже. Зайду и ухожу без покупок. Продавцов все меньше, цены все выше</p>","object","negative","socialnetworksource","http://facebook.com/"
"Cтарт Black Friday на <b>Watsons</b> Україна! Тільки з 24 по 26 листопада шалені знижки до -70% більш ніж на 1000 товарів. >>","<p>Це все брехня, пішла,вистояла чергу,а в результаті сказали,""""що у нас знижки лише на шампунь""""  😂</p>","object","negative","socialnetworksource","http://facebook.com/"
"Black Friday на  у розпалі! Тільки з 24 по 27 листопада шалені знижки до -70% більш ніж на 1000 товарів. >>","<p>Watsons Україна , почему тогда крем для лица -30%? Это не средство по уходу за кожей?
И на счёт парфюмерии. Со скидкой все равно дорого. Например, Ланвин Эклат 30 мл у вас стоит 540 приблизительно. На другом сайте я добавлю 20 гривен и куплю уже 50 мл. Хотелось бы, чтобы в принципе цены пересмотрели.</p>","object","negative","socialnetworksource","http://facebook.com/"
"Не пропусти Black Friday у <b>Watsons</b> Україна - рідка помада  з легким матовим ефектом від Bourjois зі знижкою -70%. Тільки","<p>Watsons Україна  хотела заказать  7, 9 и 10 оттенок. Но на них цена указана не со скидкой -70%( тоесть не 89.7 грн)  а -30%= 209.3 грн.! Я ведь специально у вас уточнила, акция распространяется на все оттенки???? С самого утра расстроилась как ребенок...</p>","object","negative","socialnetworksource","http://facebook.com/"
"Не пропусти Black Friday у <b>Watsons</b> Україна - рідка помада  з легким матовим ефектом від Bourjois зі знижкою -70%. Тільки","<p>Виктория Осипова, приносимо вибачення за завдані незручності. Ми хочемо радувати наших клієнтів і тому регулярно пропонуємо цікаві та вигідні пропозиції як в магазинах мережі так і в інтернет-магазині. Із вдячністю за розуміння та повагою, просимо Вас звертати увагу на наступні акції, а ми в свою чергу будемо активно працювати з нашими зонами розвитку, аби наші клієнти мали лише позитивний досвід від покупок!</p>","object","negative","socialnetworksource","http://facebook.com/"
"Доброго вечора шановне товариство. Всі добре знають який сьогодні день жалоби 25 листопада, день пам'яті загиблих від","<p>В Коцюбинському вчора Ватсонс відкривали. Теж з піснями-плясками, радістю. День скорботи, да</p>","object","negative","socialnetworksource","http://facebook.com/"
"Помните историю про прыщавую девочку, которая погубит ваш бизнес? История прелесть. Вот мы, например, год покупаем у","<p>Watsons Україна ви що реально знущаєтесь?))) Ви хоч пост читали?!))) Це бізнес-клієнт, ідіоти!</p>","object","negative","socialnetworksource","http://facebook.com/"
"Помните историю про прыщавую девочку, которая погубит ваш бизнес? История прелесть. Вот мы, например, год покупаем у","<p>По этой же причине мы ушли из аптеки Ватсонс. У них там каменный век. Счёт не могу по электронке прислать, у них её нет!!! Приходилось идти ногами за ним. Дважды сходила, потом сказала """"до свидания!"""".</p>","object","negative","socialnetworksource","http://facebook.com/"
"Помните историю про прыщавую девочку, которая погубит ваш бизнес? История прелесть. Вот мы, например, год покупаем у","<p>В этом-то и вопрос. Мне кажется, причинно-следственные связи для менеджеров Watsons Україна должны быть очевидными</p>","object","negative","socialnetworksource","http://facebook.com/"
"Помните историю про прыщавую девочку, которая погубит ваш бизнес? История прелесть. Вот мы, например, год покупаем у","<p>Помните историю про прыщавую девочку, которая погубит ваш бизнес? История прелесть.
Вот мы, например, год покупаем у Watsons Україна подарочные сертификаты для сотрудников. Поменяли менеджера, которая нас ведет. И что? И всё!
Сертификаты получаем с опозданием, пачка сертификатов неактивны (эй, народ, поставьте себя на место людей, которым дарят эти сертификаты, каково им прийти в магазин, предвкушая покупку, а потом, в кассе, обнаружить, что покупка не состоится?)... Коммуникации вообще стали напоминать звонки Деду Морозу - в ответ либо тишина, либо сказки.
Вывод один - не хотят компании зарабатывать.
Вывод два - в головах кризис, в головах разруха...</p>","object","negative","socialnetworksource","http://facebook.com/"
"Уважаемый @WatsonsUA! Вот уже 15 минут я стою в вашем магазине по ул. Срибнокильской и жду, пока единственный","<p>У watsons видимо траблы с персоналом. Такая же тема в Глобусе))</p>","object","negative","socialnetworksource","http://facebook.com/"
"Останній шанс, останній день розпродажу Black Friday на  Знижки до -70% більш ніж на 1000 товарів. >>","<p>Сделала сегодня повторно заказ, посмотрим, как будет в этот раз. В пятницу в 0:00 зашла на сайт, оформила заказ, хорошо, что хоть утром перезвонила уточнить на горячую линию, оказалось, что акционной косметички Шварцкопф нет в наличии, нет и лосьонов для тела Манго и папайя Welness&amp;Beauty, хотя, при оформлении это все было в наличии на сайте. Пришлось делать отмену. Да, и как всегда, на мой вопрос Ватсонс ответил, что """"черная пятница"""" начнется в 6:00 утра, а на самом деле там уже в 0:00 не было многого из желаемого товара((</p>","object","negative","socialnetworksource","http://facebook.com/"
"<p>#цікавідосліди Вчоний кіт ото, зненацька відвідав учора, один з маркетингових притулків рузьге міра у Вкраїні - магазин</p>","<p>#цікавідосліди
Вчоний кіт ото, зненацька відвідав учора, один з маркетингових притулків рузьге міра у Вкраїні - магазин мережі Ватсонс (в довільному перекладі - сини вати).
Звісно, шо не за власним бажанням, а за компанію з коханою Лесюньою в пошуках різних штучок для молодості і краси, якими завалені полиці цієї юдолі гламуру.
Поки Лесюня мучилася непростим вибором в категоріях ціна-якість-бренд-запах-понти, пухнаста скатіна знічев'я інспектував полички цієї виставки досягнень хімічної промисловості країн третього світу.
Раптом котяче око</p>","object","negative","socialnetworksource","http://facebook.com/"
"<p>А еще мне бы очень хотелось услышать официальный комментарий о позиции руководителя магазина Ватсонс (в дискуссии по ссылке ниже), которая полагает чт</p>","<p>А еще мне бы очень хотелось услышать официальный комментарий о позиции руководителя магазина Ватсонс (в дискуссии по ссылке ниже), которая полагает что:
а) знание покупателем своих прав дает ей право выяснять кто и где работает? (иначе отчего бы посетитель знал о существовании прав потребителей)
б) для того чтобы получить """"разницу"""" в цене по неправильному ценнику, покупатель должен """"верить"""" в то, что руководитель проведет некую беседу с персоналом.
Это официальная позиция и общая практика во всех ваших магазинах или частный случай?</p>","object","negative","socialnetworksource","http://facebook.com/"
"#цікавідосліди Вчоний кіт ото, зненацька відвідав учора, один з маркетингових притулків рузьге міра у Вкраїні - магазин","<p>Учора ТСН показало """"викривальний"""" сюжет про глорія джинс, яка торгує шмотками, що виробляють в лугандонії і справно платить туди податки, забувши при цьому розказати, що цей факт давно відомий і що це не заважало тому ж каналу 1+1 місяці три тому кожні 20 хвилин крутити рекламу цієї контори. Зараз у тренді реклами той же кацапурський ватсонс. От дійсно, грошики не пахнуть, а смердять.</p>","object","negative","socialnetworksource","http://facebook.com/"
"Новые рекорды продаж: украинские магазины подвели итоги «Черной пятницы — 2017»","<p> По словам маркетинг-директор ГК «Алло» Евгения Резуева, эта «Черная пятница» отличалась от прошлой степенью вовлеченности покупателей. «Партнеры из Google еще в начале года предупреждали о том, что спрос вырастет не на проценты, а в разы — так и произошло. В денежном эквиваленте год к году прирост был больше чем в два раза», — заявил он. </p><p> Если говорить о средник чеках, то все сильно зависит от того, на какие модели был акцент с точки зрения скидок. В «Алло» прирост был значимый, поскольку многие покупатели воспользовались возможностью выгодно приобрести флагманы от Samsung, Apple и Xiaomi. </p><p> По словам Евгения, больше всего покупали смартфоны (в США они также составляют от 30 до 40% всех продаж черной пятницы): топ-3 брендов в деньгах: Xiaomi, iPhone и Samsung. Но также значительный рост показали продажи наушников, смарт-часов, бытовой техники. </p><p> Moyo.ua объединил «Черную пятницу» и «Киберпонедельник» в единую распродажу, снизив цены более чем на 6 500 наименований товаров. Распродажа в сети Стартовала 17 ноября, за неделю до Black Friday, и завершилась в так называемый Cyber Monday, 27 ноября. За 11 дней скидок покупатели приобрели «десятки тысяч товаров на миллионы гривен». </p><p> Максимальный размер скидки в период распродажи достигал 75%. При этом в среднем дисконт на ликвидацию складских остатков составил 50%, а на остальные товары — 24%. Более того, в Moyo утверждают, что учитывая размеры скидок, многие товары компания продавала ниже закупочных цен. Такую «щедрость» в компании объясняют желанием очистить склады для новых товаров перед рождественским сезоном. То есть по сути это ликвидация складских остатков, благодаря которой покупатели сэкономили более 2 млн грн. </p><p> «Например, электровелосипеды Xiaomi Yunbike C1 были доступны по цене 7 999 грн с корзиной или запасным аккумулятором в подарок. Цена на этот велосипед до распродажи составляла 16 999 грн. Телевизор Samsung 49MU6103 по акции был доступен за 19 999 грн при базовой цене 28 199 грн, а наушники Beats New Studio продавались за 3 299 грн, вместо 5 999 грн», — сообщили в Moyo. </p><p> По сравнению с предыдущей «Черной пятницей» оборот магазина по словам управляющего партнера F.ua Дмитрия Покотило вырос более чем вдвое — приблизительно на 250%. Количество заказов возросло в 4 раза. «2% оборота составила новая для нас категория — ювелирные украшения из золота. Также приятно удивило спортивное питание (6%). Еще 38% — компьютерная техника и комплектующие», — рассказал он. </p><p> Одновременно на сайте в период распродаж могли находиться 5000 человек, впрочем на работу сервера это не повлияло. Всего с четверга и под конец пятницы интернет-магазин посетили больше 200 000 уникальных пользователей, из них 110 000 — новые. </p><p> Как сообщила AIN.UA СEO Lamoda Украина и Беларусь Катерина Микула, в эту «Черную пятницу» заказов было в 8 раза больше, чем в обычные дни. «Интересно что, высокий спрос наблюдался и в четверг (некоторые пользователи получили ранний доступ к распродаже), на выходные, и в «Киберпонедельник». В эти дни количество заказов достигали даже пятничных показателей. В прошлом году такого не было», — отметила она. </p><p> Посещаемость сайта на Black Friday выросла в два раза, в 1,5 раза увеличилась длительность пребывания на сайте и количество страниц за сеанс. Доля новых пользователей выросла на 20%. В целом, в этом году было в 2,5 больше заказов, чем в прошлом. </p><p> 71% клиентов купили женские товары, 27% — мужские и 3% — детские товары. Из них 68% клиентов покупали одежду, 23% — обувь и 9% — аксессуары. Из одежды охотней всего покупали свитера, футболки, брюки и платья. Из обуви — ботинки и спортивную обувь. Причем, в этом году категория обуви оказалась гораздо популярнее, чем в прошлом. </p><p> Для LeBoutique это пятая по счету «Черная пятница» и, как сообщила директор по маркетингу шопинг-клуба Юлия Шилова, в этом году результаты превзошли прошлогодний рекорд. «Мы получили конверсию в два раза выше, чем в 2016 году (3 дня распродаж 2016 против 3 дней распродаж 2017 года). И в 4 раза выше по сравнению со средними показателями по сайту за последний год», — заявила она. </p><p> По сравнению с прошлогодними распродажами, количество заказов на Black Friday в этом году увеличилось на 50%, а количество покупателей – на 32%. Если сравнивать сугубо пятницы 2016 и 2017 годов — самые пиковые дни продаж, то количество заказов в этом году увеличилось на 58% по сравнению с «Черной пятницей-2016». </p><p> Примечательно, что количество посетителей веб-версии сайта в этом году снизилось на 28%. Шилова объяснила это тем, что LeBoutique нарастил долю мобильного трафика и многие посетители заходили на сайт с мобильных приложений (60% — веб- и мобильная версия сайта, 40% — мобильные приложения). </p><p> Маркетологи маркетплейса отмечают, в «Черную пятницу» украинцы готовы покупать больше, чем обычно — средний чек и общая сумма покупок выросли в два раза. Если в обычную пятницу средний чек на маркетплейсе около 840 грн, то 24 ноября он вырос до 1629 грн. «Чем лучше продавцы готовятся к распродажам, тем эффективнее они проходят. Хороший сервис, реальные скидки и наличие акционного товара позволяет увеличить общую выручку в 1,5-2 раза», — комментирует руководитель Prom.ua Иван Портной. </p><p> По его словам, для торговцев Черная пятница хороша тем, что товары для распродажи не ограничены сезонностью. Например, можно продавать со скидками летние платья и зимнюю одежду, снаряжение из прошлых коллекций, чтобы избавиться от складских остатков. Кроме того, в ноябре многие начинают готовиться к Новому году, поэтому декоративные украшения, игрушки, костюмы также пользуются спросом. </p><p> В «Черную пятницу» удвоились трафик, количество и общая сумма покупок на площадке. Об этом AIN.UA сообщил руководитель маркетплейса Александр Роенко. Впрочем, средний чек вырос только на треть. Обычно на «Шафе» он достигает 225 грн, а в Черную пятницу составил 340 грн. Росту среднего чека способствовали дорогостоящие покупки, вроде пуховиков и шуб, пояснил Роенко. </p><p> О результатах распродаж отчитался и крупнейший банк в Украине, который предоставляет услуги «Мгновенная рассрочка» и «Оплата частями» во многих интернет-магазинах. По данным «ПриватБанка», в этом году «Черная пятница» установила национальный рекорд покупки товаров в рассрочку: за одни сутки объем продаж товаров в кредит вырос вдвое по сравнению со среднесуточным показателем и достиг 53 млн грн. </p><p> «В целом по итогам «Черной пятницы», пользователи карт ПриватБанка оплатили безналично вдвое больше покупок, чем в обычные дни. По информации банка, 24 ноября 2017 года оборот в сети торговых терминалов вырос по сравнению с обычными днями вдвое – до 630 млн грн. За сутки массовых распродаж свои покупки картами оплатили 2,4 млн украинцев», — сообщают в банке. </p><p> Самыми «затратными» оказались распродажи в сети электроники и бытовой техники, где средний чек в Черную пятницу достиг 3100 грн. На распродажах в обувных магазинах украинцы в среднем потратили по 2100 грн, на спортивные товары – 1500 грн, а в магазинах одежды в день распродаж средний чек составил 1250 грн. </p><p> 24-26 ноября в уанете прошли ежегодные распродажи, более широко известные как «Черная пятница», которая плавно перетекла в «Киберпонедельник». Поскольку для Украины такие акции — явление, подсмотренное у западных коллег, в реальности скидки зачастую были скромны: торговцы зачастую предлагали от -10% до -50%. </p><p> И все-таки это лучше, чем ничего: покупатели с большим энтузиазмом восприняли возможность сэкономить. В результате неподготовленные к этому площадки испытали небольшой шок. Например, сайт Watsons в самый разгар распродаж периодически падал, а более опытный Makeup заранее предупредил, что доставлять заказы клиентам будут дольше, чем обычно. </p><p> Некоторые магазины уже подвели итоги распродаж, согласно которым дела в украинском e-commerce идут хорошо — все отчитались о рекордных продажах. Редакция AIN.UA делится результатами. </p>","object","negative","internetsource","https://ain.ua/"
"Cтарт Black Friday на <b>Watsons</b> Україна! Тільки з 24 по 26 листопада шалені знижки до -70% більш ніж на 1000 товарів. >>","<p>Watsons Україна, сайт не работает?</p>","object","negative","socialnetworksource","http://facebook.com/"
"Cтарт Black Friday на <b>Watsons</b> Україна! Тільки з 24 по 26 листопада шалені знижки до -70% більш ніж на 1000 товарів. >>","<p>Ватсонс черную пятницу провалил.</p>","object","negative","socialnetworksource","http://facebook.com/"
"Розпочинаємо тестування продуктів бренду Barnangen, що заснований на скандинавських традиціях догляду. Реєструйся та","<p>Нет, Ватсонс, увольте, дарите по-прежнему свои подарки одним и тем же, по-прежнему нарушайте этические нормы, только возьмите на заметку, что количество недовольных будет расти,вперед! Рендом легко подделать, доверия к нему никакого нет, чего ж вы видео не выкладывайте?</p>","object","negative","socialnetworksource","http://facebook.com/"
"Все мы любители скидок, ну а почему бы и нет? Купились мы на скидки в Watsons Україна , сайт watsons.ua. Отлично! Пока","<p>Все мы любители скидок, ну а почему бы и нет? Купились мы на скидки в Watsons Україна , сайт watsons.ua. Отлично! Пока раздумывали и нашли время для поиска нужных позиций товаров, половина уже была раскуплена, но это не есть проблема, не страшно. В общем, сделали заказ. В момент заказа необходимо указать ДАТУ и ВРЕМЯ доставки))) курьером до парадного Новая Почта . Много раз мы делали заказы в интернет магазине Watsons и ВСЕ заказы нам пытались доставить не в указанное время, а раньше. Теперь ближе к теме. Заказ Черной пятницы)) меня всегда</p>","object","negative","socialnetworksource","http://facebook.com/"
"Не пропусти Black Friday у <b>Watsons</b> Україна - рідка помада  з легким матовим ефектом від Bourjois зі знижкою -70%. Тільки","<p>Watsons Україна  не надо сейчас увиливать. Я у вас конкретно спросила за скидку в 70% на все оттенки или только определенные! Вы мне ответили-  знижка поширюється на всі відтінки💄 Бажаємо приємного шопінгу. Информируйте более корректно людей! Только время свое зря потратила на выбор оттенков!</p>","object","negative","socialnetworksource","http://facebook.com/"
"Якщо засіб для миття посуду, то Ecomix Апельсин!  Він ідеально очищає посуд до блиску від жиру і бруду, миє навіть в","<p>Watsons Україна мне также не начисляются уже 3-ю неделю</p>","object","negative","socialnetworksource","http://facebook.com/"
"Якщо засіб для миття посуду, то Ecomix Апельсин!  Він ідеально очищає посуд до блиску від жиру і бруду, миє навіть в","<p>Watsons,а в чём проблема?Почему уже третью неделю не начисляются баллы за комментарии на карточку?</p>","object","negative","socialnetworksource","http://facebook.com/"
"Ніжність. :) Ще більше ніжності для губок з бальзамом від Bird! 💋 Він зволожує, живить, має зручний футляр та приємний","<p>Ватсонс,что у вас творится на сайте?Не возможно выбрать товар.Всё время пишет """"перейдите на главную"""".Когда же вы наладите работу сайта?Замыслы у вас большие,а толку от них никакого.</p>","object","negative","socialnetworksource","http://facebook.com/"
"Акція в аптеках Watsons Україна! Знижка -30% на бренди D'Oliva, Pharma Hyaron, Beauty Elixir, Booster, Labobell та Skin","<p>Ватсонс,и где же обещанные на 4 декабря баллы?4 декабря заканчивается,а баллов на карточке нет.Вы как всегда вешаете лапшу простому обывателю.Имея европейское название поступает,как последние обманщики.</p>","object","negative","socialnetworksource","http://facebook.com/"
"Шопінг день! Тільки 4 грудня – акція 1+1 =3 на всю продукцію Domol, Isana, Beauty Formulas! За покупками сюди ➡","<p>Watsons Україна , тут не в браузере дело.Вечером работает. Это огрехи ваших разрабов. А супер-совет """"почистить кеш"""" я слышу довольно часто,если присутствуют технические ошибки где-либо. У меня автоочистка при запуске компа,если это прояснит дело и подобные советы отпадут.</p>","object","negative","socialnetworksource","http://facebook.com/"
"У Бердичеві на місці пам'ятника Котовському. Артелеристам усіх часів. А конкретно - 26-ій Артбригаді. Стволом на Москву.","<p>Радяньске тут - лиш холоднюча плиточна хрущоба на фоні (разом зі жлобським привітом з металопластикових 2000-х, маю на увазі вітрину ватсонс з гімняними постерами на вітринах). Ось, наприклад, монумент танчика америкоського у одному хранцузькому селі, в честь битви при Арракурі... І таких прикладів багато, у масі успішних країн першого світу...
https://www.tracesofwar.com/sights/6142/M4-A4T-Sherman-Tank-Arracourt.htm
M4 A4T Sherman Tank Arracourt - Arracourt - TracesOfWar.com
Also wondering what WWII sights are to be found in your area? Or do you want to make your own Battlefield Tour? Discover the museums, monuments, cemeteries and other sights that are still in the world today!</p>","object","negative","socialnetworksource","http://facebook.com/"
"младшая сестра пошла работать администратором в ватсонс. её руководитель всегда пишет """"пожалусто"""". и хронически","<p>младшая сестра пошла работать администратором в ватсонс. её руководитель всегда пишет """"пожалусто"""". и хронически безошибочен в своих ошибках.
я, конечно, и сам не брезгую иногда пройти """"тудой"""", но блять.</p>","object","negative","socialnetworksource","http://facebook.com/"
"Мрієш про насичений колір та сяюче волосся? Спробуй фарбу для волосся Casting Creme Gloss.  Її головний компонент - мато","<p>@watsonsua Я не могу получить замену краски. При покупки краски Loreal в магазине ТРЦ Проспект, в упаковке вместо крем краски той же марки оказалась Garnier. Я набрала на горячуюю линию и жду 2й день решения. Как покуратель, я крайне недовольна и огорчена сервисом и покупкой. Вы можете решить эту проблему？</p>","object","negative","socialnetworksource","http://instagram.com/"
"""""Не давать им ни образования, ни работы"""": Фарион заявила, что русскоязычное население не имеет права существовать","<p> Бывший народный депутат от """"Свободы"""" Ирина Фарион в эфире """"Незалежного телевізійного агентства"""" назвала русскоязычных граждан Украины """"трофеем Путина"""" и заявила, что ее задача – """"максимально их нейтрализовать"""". </p><p> По ее мнению, русскоязычных украинцев нужно лишить возможности получать в Украине образование и работу, после чего они """"защебечут на украинском"""". """"То есть если у нас в Украине есть некая категория людей, которая хвастается тем, что они – трофей Путина, то какое мне до них дело? Моя задача – максимально их нейтрализовать. И реально не дать этим людям ни образования, ни работы . Тогда они защебечут на украинском языке на следующий день. Пусть эти русскоязычные поедут в Америку, там разговаривают на русском и найдут себе работу. Подметать дом им дадут! Пусть едут в Польшу или Чехию"""", – сказала политик. </p><hr/><p><strong> Украина - не Польша. Почему так сложно бороться с русским языком </strong></p><hr/><p> """"Мне абсолютно безразлично русскоязычное население. Потому что кто это? Прошу показать мне такую юридическую категорию. Где в Конституции Украины написано, что такое имеет право на существование? Это выдумка, которая прозвучала в конце 90-х годов, кажется, в 96-м или 98-м, от, по-моему, тогдашнего министра обороны России. Они тогда очень хорошо поняли, что теряют Украину как своего сателлита и что можно держать Украину на этом поводке, который называется """"русскоязычное население"""". И они выдумали этот термин абсолютно абсурдный, он не соответствует сути, потому что нет в мире немецкоговорящих поляков или немецкоговорящих чехов. Русскоязычность в Украине – это клеймо оккупанта, это самый лучший трофей Путина. Это символ поражения украинца перед россиянином или, извините, московитом – так намного лучше их называть"""", – цитирует Фарион ГОРДОН . </p><hr/><p><strong> """"Главное - вовремя надеть вышиванку"""". В сети высмеяли коммунистическое прошлое Фарион и Кубива </strong></p><hr/><p></p><p> Фарион заявила, что русскоязычное население угрожает ей, поскольку """"русский мир есть там, где есть русский язык"""". """"Что является самым большим кошмаром для Путина? Украиноязычная Украина. Потому что украиноязычная Украина – это граница с русским миром... Русский мир есть там, где есть русский язык. Извините, тогда русскоязычное население угрожает мне. А если мне что-то угрожает, я буду бороться самыми разнообразными, самыми химерическими, самыми подлыми и самыми перпендикулярными методами. Потому что я, украинка, в своем государстве должна господствовать. Вам нравится русский язык? Купили билет – и пиляйте в Россию, в Московию. У нас, к сожалению, свободно ходят поезда, у нас, к сожалению, до сих пор безвизовый режим со страной-оккупантом, страной, которая убила более девяти тысяч украинских воинов (по данным Генерального штаба Вооруженных сил Украины на август 2017 года, с начала АТО на Донбассе погибли 3178 украинских военных. – Изд.)"""", – отметила бывший депутат. </p><p> Фарион также заявила, что ее не интересуют чувства русскоязычных участников АТО. """"А теперь о тех, кто говорит, что они защищают Украину, говоря на русском языке. Меня не интересуют их чувства. Меня интересует, выполняют ли он закон Украины о Вооруженных силах. Статья 13 этого закона четко говорит: язык Вооруженных сил – украинский (дословно статья звучит так: """"В Вооруженных силах Украины языком служебной деятельности, делопроизводства и документации является государственный язык"""". – Изд.). Не умеете читать? Тогда тем более убирайтесь"""", – сказала экс-депутат. </p><p> Ранее Фарион от борьбы с русским языком перешла на борьбу с английским . Она раскритиковала в своем видео-блоге на канале YouTube англофикацию образования в стране. </p><p> """"Вести"""" уже писали о том, кто разжигает скандал вокруг языкового вопроса в Украине . На этот раз конфликтную волну запустили в сфере обслуживания: некие активисты требуют от продавцов в магазинах и официантов в общепитах обращаться к ним исключительно на государственном языке, а в случае отказа делают им """"славу"""" в сети. </p><p> """"Автором"""" одного из скандалов стала детская писательница Лариса Ницой. Перед Новым годом, зайдя в магазин сети Watsons, она попросила девушку-кассира обслуживать ее по-украински. После нескольких «намеков», что она, мол, все еще не слышит украинскую речь, писательница швырнула сдачу в кассира <strong></strong> и устроила скандал ее коллегам. </p><p><strong> На сайте также читают: </strong></p><p><strong> Секс-скандал и уроки националистов. Досье на тех, кто запретил в Украине Илью Муромца и Акунина </strong></p><p><strong> Украина грозит запретить поезда и автобусы в Россию </strong></p><p><strong> Убитая на Донбассе семья оказалась родственниками кума Януковича </strong></p>","object","negative","internetsource","http://vesti-ukr.com/"
